critic,country,org,movie_name,movie_director,movie_year,d1,d2,d1_url,direc_birthyear,birth_place,d_countries,age
Tom Gunning,US,University of Chicago,Psalm III: 'Night of the Meek' ,Phil Solomon,2002.0,Phil Solomon,,/name/nm0813409/,1954.0,"Manhattan, New York City, New York, USA", USA,65.0
Tom Gunning,US,University of Chicago,Goodbye to Language ,Jean-Luc Godard,2014.0,Jean-Luc Godard,,/name/nm0000419/,1930.0,"Paris, France", France,89.0
Tom Gunning,US,University of Chicago,Daylight Moon ,Lewis Klahr,2002.0,Lewis Klahr,,/name/nm0458185/,,,,
Tom Gunning,US,University of Chicago,Oldboy ,Park Chan-wook,2003.0,Park Chan-wook,,/name/nm0661791/,1963.0,"Seoul, South Korea", South Korea,56.0
Tom Gunning,US,University of Chicago,A Commuter’s Life (What a Life!) ,What a Life!) (Ernie Gehr,2014.0,What a Life!) (Ernie Gehr,, ,,,,
Tom Gunning,US,University of Chicago,The Fourth Watch ,Janie Geiser,2000.0,Janie Geiser,,/name/nm0312026/,,,,
Tom Gunning,US,University of Chicago,Our Daily Bread ,Nikolaus Geyrhalter,2005.0,Nikolaus Geyrhalter,,/name/nm0315430/,,,,
Tom Gunning,US,University of Chicago,The World ,Jia Zhangke,2004.0,Jia Zhangke,,/title/tt4092686/,,,,
Shubhra Gupta,India,The Indian Express,Ankhon Dekhi ,Rajat Kapoor,2013.0,Rajat Kapoor,,/name/nm0438494/,1961.0,"New Delhi, India", India,58.0
Shubhra Gupta,India,The Indian Express,Court ,Chaitanya Tamhane,2014.0,Chaitanya Tamhane,,/name/nm4058904/,,,,
Shubhra Gupta,India,The Indian Express,"LSD: Love, Sex Aur Dhokha ",Dibakar Banerjee,2010.0,Dibakar Banerjee,,/name/nm1962313/,1969.0,"New Delhi, India", India,50.0
Shubhra Gupta,India,The Indian Express,Monsoon Wedding ,Mira Nair,2001.0,Mira Nair,,/name/nm0619762/,1957.0,"Bhubaneshwar, Orissa, India", India,62.0
Shubhra Gupta,India,The Indian Express,Dev D ,Anurag Kashyap,2009.0,Anurag Kashyap,,/name/nm0440604/,1972.0,"Gorakhpur, Uttar Pradesh, India", India,47.0
Shubhra Gupta,India,The Indian Express,Paan Singh Tomar ,Tigmanshu Dhulia,2012.0,Tigmanshu Dhulia,,/name/nm0223606/,,,,
Shubhra Gupta,India,The Indian Express,Udaan ,Vikramaditya Motwane,2010.0,Vikramaditya Motwane,,/name/nm0003939/,1976.0,"Bombay, India", India,43.0
Shubhra Gupta,India,The Indian Express,Hazaaron Khwaishein Aisi ,Sudhir Mishra,2003.0,Sudhir Mishra,,/name/nm0592803/,,,,
Shubhra Gupta,India,The Indian Express,Maqbool ,Vishal Bhardwaj,2003.0,Vishal Bhardwaj,,/name/nm0080235/,,,,
Shubhra Gupta,India,The Indian Express,Lagaan: Once Upon a Time in India ,Ashutosh Gowariker,2001.0,Ashutosh Gowariker,,/name/nm0332950/,1964.0,1964,1964,55.0
Hauvick Habechian,Lebanon,An-Nahar Newspaper,There Will Be Blood ,Paul Thomas Anderson,2007.0,Paul Thomas Anderson,,/name/nm0000759/,1970.0,"Studio City, California, USA", USA,49.0
Hauvick Habechian,Lebanon,An-Nahar Newspaper,Mulholland Drive ,David Lynch,2001.0,David Lynch,,/name/nm0000186/,1946.0,"Missoula, Montana, USA", USA,73.0
Hauvick Habechian,Lebanon,An-Nahar Newspaper,AI: Artificial Intelligence ,Steven Spielberg,2001.0,Steven Spielberg,,/name/nm0000229/,1946.0,"Cincinnati, Ohio, USA", USA,73.0
Hauvick Habechian,Lebanon,An-Nahar Newspaper,Blue Is the Warmest Color ,Abdellatif Kechiche,2013.0,Abdellatif Kechiche,,/name/nm0444244/,1960.0,"Tunis, Tunisia", Tunisia,59.0
Hauvick Habechian,Lebanon,An-Nahar Newspaper,Spirited Away ,Hayao Miyazaki,2001.0,Hayao Miyazaki,,/name/nm0594503/,1941.0,"Tokyo, Japan", Japan,78.0
Hauvick Habechian,Lebanon,An-Nahar Newspaper,Once Upon a Time in Anatolia ,Nuri Bilge Ceylan,2011.0,Nuri Bilge Ceylan,,/name/nm0149196/,1959.0,"Istanbul, Turkey", Turkey,60.0
Hauvick Habechian,Lebanon,An-Nahar Newspaper,In the Mood for Love ,Wong Kar-wai,2000.0,Wong Kar-wai,,/name/nm0939182/,1956.0,"Shanghai, China", China,63.0
Hauvick Habechian,Lebanon,An-Nahar Newspaper,The Lady and the Duke ,Éric Rohmer,2001.0,Éric Rohmer,,/name/nm0006445/,1920.0,"Tulle, Corrèze, France", France,99.0
Hauvick Habechian,Lebanon,An-Nahar Newspaper,Yi Yi: A One and a Two ,Edward Yang,2000.0,Edward Yang,,/name/nm0945981/,1947.0,"Shanghai, China", China,72.0
Hauvick Habechian,Lebanon,An-Nahar Newspaper,Silent Souls ,Aleksey Fedorchenko,2010.0,Aleksey Fedorchenko,,/name/nm1922735/,1966.0,"Sol-Iletsk, Sol-Iletskiy rayon, Orenburgskaya oblast, RSFSR, USSR [now Russia]", USSR [now Russia],53.0
Angie Han,US,Slashfilm,"Synecdoche, New York ",Charlie Kaufman,2008.0,Charlie Kaufman,,/name/nm0442109/,1958.0,"New York City, New York, USA", USA,61.0
Angie Han,US,Slashfilm,Eternal Sunshine of the Spotless Mind ,Michel Gondry,2004.0,Michel Gondry,,/name/nm0327273/,1963.0,"Versailles, Seine-et-Oise [now Yvelines], France", France,56.0
Angie Han,US,Slashfilm,Boyhood ,Richard Linklater,2014.0,Richard Linklater,,/name/nm0000500/,1960.0,"Houston, Texas, USA", USA,59.0
Angie Han,US,Slashfilm,Mad Max: Fury Road ,George Miller,2015.0,George Miller,,/name/nm0004306/,1945.0,"Chinchilla, Queensland, Australia", Australia,74.0
Angie Han,US,Slashfilm,Me and You and Everyone We Know ,Miranda July,2005.0,Miranda July,,/name/nm0432380/,1974.0,"Barre, Vermont, USA", USA,45.0
Angie Han,US,Slashfilm,Gone Girl ,David Fincher,2014.0,David Fincher,,/name/nm0000399/,1962.0,"Denver, Colorado, USA", USA,57.0
Angie Han,US,Slashfilm,Inside Llewyn Davis ,Joel and Ethan Coen,2013.0,Joel, Ethan Coen,/name/nm0001054/,1954.0,"Minneapolis, Minnesota, USA", USA,65.0
Angie Han,US,Slashfilm,Only Lovers Left Alive ,Jim Jarmusch,2013.0,Jim Jarmusch,,/name/nm0000464/,1953.0,"Akron, Ohio, USA", USA,66.0
Angie Han,US,Slashfilm,Selma ,Ava DuVernay,2014.0,Ava DuVernay,,/name/nm1148550/,1972.0,"Long Beach, California, USA", USA,47.0
Angie Han,US,Slashfilm,Pain & Gain ,Michael Bay,2013.0,Michael Bay,,/name/nm0000881/,1965.0,"Los Angeles, California, USA", USA,54.0
Aisha Harris,US,Slate,Inside Out ,Pete Docter,2015.0,Pete Docter,,/name/nm0230032/,1968.0,"Bloomington, Minnesota, USA", USA,51.0
Aisha Harris,US,Slate,When the Levees Broke: A Requiem in Four Acts ,Spike Lee,2006.0,Spike Lee,,/name/nm0000490/,1957.0,"Atlanta, Georgia, USA", USA,62.0
Aisha Harris,US,Slate,Stories We Tell ,Sarah Polley,2012.0,Sarah Polley,,/name/nm0001631/,1979.0,"Toronto, Ontario, Canada", Canada,40.0
Aisha Harris,US,Slate,Her ,Spike Jonze,2013.0,Spike Jonze,,/name/nm0005069/,1969.0,"Rockville, Maryland, USA", USA,50.0
Aisha Harris,US,Slate,Children of Men ,Alfonso Cuarón,2006.0,Alfonso Cuarón,,/name/nm0190859/,1961.0,"Mexico City, Distrito Federal, Mexico", Mexico,58.0
Aisha Harris,US,Slate,Before Midnight ,Richard Linklater,2013.0,Richard Linklater,,/name/nm0000500/,1960.0,"Houston, Texas, USA", USA,59.0
Aisha Harris,US,Slate,The Look of Silence ,Joshua Oppenheimer,2014.0,Joshua Oppenheimer,,/name/nm1484791/,1974.0,"Texas, USA", USA,45.0
Aisha Harris,US,Slate,Fruitvale Station ,Ryan Coogler,2013.0,Ryan Coogler,,/name/nm3363032/,1986.0,"Oakland, California, USA", USA,33.0
Aisha Harris,US,Slate,Love & Basketball ,Gina Prince-Bythewood,2000.0,Gina Prince-Bythewood,,/name/nm0697656/,1969.0,USA,USA,50.0
Aisha Harris,US,Slate,Brick ,Rian Johnson,2005.0,Rian Johnson,,/name/nm0426059/,1973.0,"Silver Spring, Maryland, USA", USA,46.0
Tina Hassannia,Canada,Freelance film critic,Stray Dogs ,Tsai Ming-liang,2013.0,Tsai Ming-liang,,/title/tt5012990/,,,,
Tina Hassannia,Canada,Freelance film critic,A Separation ,Asghar Farhadi,2011.0,Asghar Farhadi,,/name/nm1410815/,1972.0,"Khomeyni Shahr, Isfahan, Iran", Iran,47.0
Tina Hassannia,Canada,Freelance film critic,Margaret ,Kenneth Lonergan,2011.0,Kenneth Lonergan,,/name/nm0518836/,1962.0,"New York City, New York, USA", USA,57.0
Tina Hassannia,Canada,Freelance film critic,Ten ,Abbas Kiarostami,2002.0,Abbas Kiarostami,,/name/nm0452102/,1940.0,"Tehran, Iran", Iran,79.0
Tina Hassannia,Canada,Freelance film critic,35 Shots of Rum ,Claire Denis,2008.0,Claire Denis,,/name/nm0219136/,1946.0,"Paris, France", France,73.0
Tina Hassannia,Canada,Freelance film critic,Closed Curtain ,Jafar Panahi,2013.0,Jafar Panahi,,/name/nm0070159/,1960.0,"Mianeh, Azarbaijan Province, Iran", Iran,59.0
Tina Hassannia,Canada,Freelance film critic,Tangerine ,Sean Baker,2015.0,Sean Baker,,/name/nm0048918/,,,,
Tina Hassannia,Canada,Freelance film critic,The Royal Tenenbaums ,Wes Anderson,2001.0,Wes Anderson,,/name/nm0027572/,1969.0,"Houston, Texas, USA", USA,50.0
Tina Hassannia,Canada,Freelance film critic,Spring Breakers ,Harmony Korine,2012.0,Harmony Korine,,/name/nm0005101/,1973.0,"Bolinas, California, USA", USA,46.0
Tina Hassannia,Canada,Freelance film critic,Uncle Boonmee Who Can Recall His Past Lives ,Apichatpong Weerasethakul,2010.0,Apichatpong Weerasethakul,,/name/nm0917405/,1970.0,"Bangkok, Thailand", Thailand,49.0
Shiguehiko Hasumi,Japan,University of Tokyo,Notre musique ,Jean-Luc Godard,2004.0,Jean-Luc Godard,,/name/nm0000419/,1930.0,"Paris, France", France,89.0
Shiguehiko Hasumi,Japan,University of Tokyo,Triple Agent ,Éric Rohmer,2004.0,Éric Rohmer,,/name/nm0006445/,1920.0,"Tulle, Corrèze, France", France,99.0
Shiguehiko Hasumi,Japan,University of Tokyo,The Assassin ,Hou Hsiao-hsien,2015.0,Hou Hsiao-hsien,,/title/tt4092526/,,,,
Shiguehiko Hasumi,Japan,University of Tokyo,Gran Torino ,Clint Eastwood,2008.0,Clint Eastwood,,/name/nm0000142/,1930.0,"San Francisco, California, USA", USA,89.0
Shiguehiko Hasumi,Japan,University of Tokyo,Horse Money ,Pedro Costa,2014.0,Pedro Costa,,/name/nm0182276/,1958.0,"Lisbon, Portugal", Portugal,61.0
Shiguehiko Hasumi,Japan,University of Tokyo,Fantastic Mr Fox ,Wes Anderson,2012.0,Wes Anderson,,/name/nm0027572/,1969.0,"Houston, Texas, USA", USA,50.0
Shiguehiko Hasumi,Japan,University of Tokyo,Holy Motors ,Leos Carax,2012.0,Leos Carax,,/name/nm0136021/,1960.0,"Suresnes, Seine [now Hauts-de-Seine], France", France,59.0
Shiguehiko Hasumi,Japan,University of Tokyo,Death Proof – Grindhouse ,Quentin Tarantino,2007.0,Quentin Tarantino,,/name/nm0000233/,1963.0,"Knoxville, Tennessee, USA", USA,56.0
Shiguehiko Hasumi,Japan,University of Tokyo,Déjà Vu ,Tony Scott,2006.0,Tony Scott,,/name/nm0001716/,1944.0,"North Shields, Northumberland, England, UK", UK,75.0
Shiguehiko Hasumi,Japan,University of Tokyo,Seventh Code ,Kiyoshi Kurosawa,2013.0,Kiyoshi Kurosawa,,/name/nm0475905/,1955.0,"Kobe, Japan", Japan,64.0
Katarina Hedrén,South Africa,Freelance film critic,Waiting for Happiness ,Abderrahmane Sissako,2002.0,Abderrahmane Sissako,,/name/nm0803066/,1961.0,"Kiffa, Mauritania", Mauritania,58.0
Katarina Hedrén,South Africa,Freelance film critic,The White Ribbon ,Michael Haneke,2009.0,Michael Haneke,,/name/nm0359734/,1942.0,"Munich, Bavaria, Germany", Germany,77.0
Katarina Hedrén,South Africa,Freelance film critic,Dreams of a Life ,Carol Morley,2011.0,Carol Morley,,/name/nm1345246/,1966.0,"Stockport, Greater Manchester, England, UK", UK,53.0
Katarina Hedrén,South Africa,Freelance film critic,Tey ,Alain Gomis,2012.0,Alain Gomis,,/name/nm0327120/,,,,
Katarina Hedrén,South Africa,Freelance film critic,The Gleaners and I ,Agnès Varda,2000.0,Agnès Varda,,/name/nm0889513/,1928.0,"Brussels, Belgium", Belgium,91.0
Katarina Hedrén,South Africa,Freelance film critic,Lumumba ,Raoul Peck,2000.0,Raoul Peck,,/name/nm0669704/,,,,
Katarina Hedrén,South Africa,Freelance film critic,Hunger ,Steve McQueen,2008.0,Steve McQueen,,/name/nm0000537/,1930.0,"Beech Grove, Indiana, USA", USA,89.0
Katarina Hedrén,South Africa,Freelance film critic,Fruitvale Station ,Ryan Coogler,2013.0,Ryan Coogler,,/name/nm3363032/,1986.0,"Oakland, California, USA", USA,33.0
Katarina Hedrén,South Africa,Freelance film critic,"Eat, Sleep, Die ",Gabriela Pichler,2012.0,Gabriela Pichler,,/name/nm3307527/,,,,
Katarina Hedrén,South Africa,Freelance film critic,Middle of Nowhere ,Ava DuVernay,2012.0,Ava DuVernay,,/name/nm1148550/,1972.0,"Long Beach, California, USA", USA,47.0
Jordan Hoffman,US,Freelance film critic,A Serious Man ,Joel and Ethan Coen,2009.0,Joel, Ethan Coen,/name/nm0001054/,1954.0,"Minneapolis, Minnesota, USA", USA,65.0
Jordan Hoffman,US,Freelance film critic,Inside Llewyn Davis ,Joel and Ethan Coen,2013.0,Joel, Ethan Coen,/name/nm0001054/,1954.0,"Minneapolis, Minnesota, USA", USA,65.0
Jordan Hoffman,US,Freelance film critic,Star Trek ,J. J. Abrams,2009.0,J. J. Abrams,,/title/tt1953491/,,,,
Jordan Hoffman,US,Freelance film critic,Waking Life ,Richard Linklater,2001.0,Richard Linklater,,/name/nm0000500/,1960.0,"Houston, Texas, USA", USA,59.0
Jordan Hoffman,US,Freelance film critic,Ida ,Paweł Pawlikowski,2013.0,Paweł Pawlikowski,,/name/nm0667734/,1957.0,"Warsaw, Mazowieckie, Poland", Poland,62.0
Jordan Hoffman,US,Freelance film critic,Enter the Void ,Gaspar Noé,2009.0,Gaspar Noé,,/name/nm0637615/,1963.0,"Buenos Aires, Argentina", Argentina,56.0
Jordan Hoffman,US,Freelance film critic,There Will Be Blood ,Paul Thomas Anderson,2007.0,Paul Thomas Anderson,,/name/nm0000759/,1970.0,"Studio City, California, USA", USA,49.0
Jordan Hoffman,US,Freelance film critic,Of Gods and Men ,Xavier Beauvois,2010.0,Xavier Beauvois,,/name/nm0064741/,1967.0,"Auchel, Pas-de-Calais, France", France,52.0
Jordan Hoffman,US,Freelance film critic,Into Great Silence ,Philip Gröning,2005.0,Philip Gröning,,/name/nm0344973/,1959.0,"Düsseldorf, West Germany", West Germany,60.0
Jordan Hoffman,US,Freelance film critic,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,Larry Charles,2006.0,Larry Charles,,/name/nm0153078/,1956.0,"Brooklyn, New York City, New York, USA", USA,63.0
Michael Hogan,US,Vanity Fair,The Social Network ,David Fincher,2010.0,David Fincher,,/name/nm0000399/,1962.0,"Denver, Colorado, USA", USA,57.0
Michael Hogan,US,Vanity Fair,Boyhood ,Richard Linklater,2014.0,Richard Linklater,,/name/nm0000500/,1960.0,"Houston, Texas, USA", USA,59.0
Michael Hogan,US,Vanity Fair,The Descendants ,Alexander Payne,2011.0,Alexander Payne,,/name/nm0668247/,1961.0,"Omaha, Nebraska, USA", USA,58.0
Michael Hogan,US,Vanity Fair,Beasts of the Southern Wild ,Benh Zeitlin,2012.0,Benh Zeitlin,,/name/nm1022455/,1982.0,"Manhattan, New York, USA", USA,37.0
Michael Hogan,US,Vanity Fair,No Country For Old Men ,Joel and Ethan Coen,2007.0,Joel, Ethan Coen,/name/nm0001054/,1954.0,"Minneapolis, Minnesota, USA", USA,65.0
Michael Hogan,US,Vanity Fair,Idiocracy ,Mike Judge,2006.0,Mike Judge,,/name/nm0431918/,1962.0,"Guayaquil, Ecuador", Ecuador,57.0
Michael Hogan,US,Vanity Fair,Bridesmaids ,Paul Feig,2011.0,Paul Feig,,/name/nm0082450/,1962.0,"Mount Clemens, Michigan, USA", USA,57.0
Michael Hogan,US,Vanity Fair,Spring Breakers ,Harmony Korine,2012.0,Harmony Korine,,/name/nm0005101/,1973.0,"Bolinas, California, USA", USA,46.0
Michael Hogan,US,Vanity Fair,American Psycho ,Mary Harron,2000.0,Mary Harron,,/name/nm0366004/,1953.0,"Bracebridge, Ontario, Canada", Canada,66.0
Michael Hogan,US,Vanity Fair,The Dark Knight ,Christopher Nolan,2008.0,Christopher Nolan,,/name/nm0634240/,1970.0,"London, England, UK", UK,49.0
Ann Hornaday,US,The Washington Post,Children of Men ,Alfonso Cuarón,2006.0,Alfonso Cuarón,,/name/nm0190859/,1961.0,"Mexico City, Distrito Federal, Mexico", Mexico,58.0
Ann Hornaday,US,The Washington Post,There Will Be Blood ,Paul Thomas Anderson,2007.0,Paul Thomas Anderson,,/name/nm0000759/,1970.0,"Studio City, California, USA", USA,49.0
Ann Hornaday,US,The Washington Post,The Hurt Locker ,Kathryn Bigelow,2008.0,Kathryn Bigelow,,/name/nm0000941/,1951.0,"San Carlos, California, USA", USA,68.0
Ann Hornaday,US,The Washington Post,"4 Months, 3 Weeks & 2 Days ",Cristian Mungiu,2007.0,Cristian Mungiu,,/name/nm0612816/,1968.0,"Iasi, Romania", Romania,51.0
Ann Hornaday,US,The Washington Post,Eternal Sunshine of the Spotless Mind ,Michel Gondry,2004.0,Michel Gondry,,/name/nm0327273/,1963.0,"Versailles, Seine-et-Oise [now Yvelines], France", France,56.0
Ann Hornaday,US,The Washington Post,Boyhood ,Richard Linklater,2014.0,Richard Linklater,,/name/nm0000500/,1960.0,"Houston, Texas, USA", USA,59.0
Ann Hornaday,US,The Washington Post,Lost in Translation ,Sofia Coppola,2003.0,Sofia Coppola,,/name/nm0001068/,1971.0,"New York City, New York, USA", USA,48.0
Ann Hornaday,US,The Washington Post,Michael Clayton ,Tony Gilroy,2007.0,Tony Gilroy,,/name/nm0006904/,1956.0,"Manhattan, New York City, New York, USA", USA,63.0
Ann Hornaday,US,The Washington Post,You Can Count on Me Me ,Kenneth Lonergan,2000.0,Kenneth Lonergan,,/name/nm0518836/,1962.0,"New York City, New York, USA", USA,57.0
Ann Hornaday,US,The Washington Post,Finding Nemo ,Andrew Stanton and Lee Unkrich,2003.0,Andrew Stanton, Lee Unkrich,/name/nm0004056/,1965.0,"Boston, Massachusetts, USA", USA,54.0
Alexander Horwath,Austria,Austrian Film Museum,,,,,,/name/nm0545408/,1928.0,"Buffalo, New York, USA", USA,91.0
Peter Howell,Canada,The Toronto Star,Boyhood ,Richard Linklater,2014.0,Richard Linklater,,/name/nm0000500/,1960.0,"Houston, Texas, USA", USA,59.0
Peter Howell,Canada,The Toronto Star,Holy Motors ,Leos Carax,2012.0,Leos Carax,,/name/nm0136021/,1960.0,"Suresnes, Seine [now Hauts-de-Seine], France", France,59.0
Peter Howell,Canada,The Toronto Star,The Tree of Life ,Terrence Malick,2011.0,Terrence Malick,,/name/nm0000517/,1943.0,"Ottawa, Illinois, USA", USA,76.0
Peter Howell,Canada,The Toronto Star,In the Mood for Love ,Wong Kar-wai,2000.0,Wong Kar-wai,,/name/nm0939182/,1956.0,"Shanghai, China", China,63.0
Peter Howell,Canada,The Toronto Star,Inside Llewyn Davis ,Joel and Ethan Coen,2013.0,Joel, Ethan Coen,/name/nm0001054/,1954.0,"Minneapolis, Minnesota, USA", USA,65.0
Peter Howell,Canada,The Toronto Star,Certified Copy ,Abbas Kiarostami,2010.0,Abbas Kiarostami,,/name/nm0452102/,1940.0,"Tehran, Iran", Iran,79.0
Peter Howell,Canada,The Toronto Star,Memento ,Christopher Nolan,2000.0,Christopher Nolan,,/name/nm0634240/,1970.0,"London, England, UK", UK,49.0
Peter Howell,Canada,The Toronto Star,Y Tu Mamá También ,Alfonso Cuarón,2001.0,Alfonso Cuarón,,/name/nm0190859/,1961.0,"Mexico City, Distrito Federal, Mexico", Mexico,58.0
Peter Howell,Canada,The Toronto Star,Mulholland Drive ,David Lynch,2001.0,David Lynch,,/name/nm0000186/,1946.0,"Missoula, Montana, USA", USA,73.0
Peter Howell,Canada,The Toronto Star,A History of Violence ,David Cronenberg,2005.0,David Cronenberg,,/name/nm0000343/,1943.0,"Toronto, Ontario, Canada", Canada,76.0
Annette Insdorf,US,Columbia University,Good Night and Good Luck ,George Clooney,2005.0,George Clooney,,/name/nm0000123/,1961.0,"Lexington, Kentucky, USA", USA,58.0
Annette Insdorf,US,Columbia University,Hugo ,Martin Scorsese,2011.0,Martin Scorsese,,/name/nm0000217/,1942.0,"Queens, New York City, New York, USA", USA,77.0
Annette Insdorf,US,Columbia University,Ida ,Paweł Pawlikowski,2013.0,Paweł Pawlikowski,,/name/nm0667734/,1957.0,"Warsaw, Mazowieckie, Poland", Poland,62.0
Annette Insdorf,US,Columbia University,A Separation ,Asghar Farhadi,2011.0,Asghar Farhadi,,/name/nm1410815/,1972.0,"Khomeyni Shahr, Isfahan, Iran", Iran,47.0
Annette Insdorf,US,Columbia University,Amour ,Michael Haneke,2012.0,Michael Haneke,,/name/nm0359734/,1942.0,"Munich, Bavaria, Germany", Germany,77.0
Annette Insdorf,US,Columbia University,The Act of Killing ,Joshua Oppenheimer,2012.0,Joshua Oppenheimer,,/name/nm1484791/,1974.0,"Texas, USA", USA,45.0
Annette Insdorf,US,Columbia University,Quills ,Philip Kaufman,2000.0,Philip Kaufman,,/name/nm0442241/,1936.0,"Chicago, Illinois, USA", USA,83.0
Annette Insdorf,US,Columbia University,The Sapphires ,Wayne Blair,2012.0,Wayne Blair,,/name/nm0992370/,1971.0,"Taree, New South Wales, Australia", Australia,48.0
Annette Insdorf,US,Columbia University,Where Do We Go Now? ,Nadine Labaki,2011.0,Nadine Labaki,,/name/nm1701024/,1974.0,"Beirut, Lebanon", Lebanon,45.0
Annette Insdorf,US,Columbia University,Ajami ,Scandar Copti and Yaron Shani,2009.0,Scandar Copti, Yaron Shani,/name/nm2738713/,,,,
Aysha Iqbal,India,Indian Institute of Technology,The Dark Knight ,Christopher Nolan,2008.0,Christopher Nolan,,/name/nm0634240/,1970.0,"London, England, UK", UK,49.0
Aysha Iqbal,India,Indian Institute of Technology,Inception ,Christopher Nolan,2010.0,Christopher Nolan,,/name/nm0634240/,1970.0,"London, England, UK", UK,49.0
Aysha Iqbal,India,Indian Institute of Technology,Hero ,Zhang Yimou,2002.0,Zhang Yimou,,/title/tt1269610/,,,,
Aysha Iqbal,India,Indian Institute of Technology,Inglourious Basterds ,Quentin Tarantino,2009.0,Quentin Tarantino,,/name/nm0000233/,1963.0,"Knoxville, Tennessee, USA", USA,56.0
Aysha Iqbal,India,Indian Institute of Technology,The Wolf of Wall Street ,Martin Scorsese,2013.0,Martin Scorsese,,/name/nm0000217/,1942.0,"Queens, New York City, New York, USA", USA,77.0
Aysha Iqbal,India,Indian Institute of Technology,Chakde! India ,Shimit Amin,2007.0,Shimit Amin,,/name/nm0024912/,,,,
Aysha Iqbal,India,Indian Institute of Technology,In the Mood for Love ,Wong Kar-wai,2000.0,Wong Kar-wai,,/name/nm0939182/,1956.0,"Shanghai, China", China,63.0
Aysha Iqbal,India,Indian Institute of Technology,No Country For Old Men ,Joel and Ethan Coen,2007.0,Joel, Ethan Coen,/name/nm0001054/,1954.0,"Minneapolis, Minnesota, USA", USA,65.0
Aysha Iqbal,India,Indian Institute of Technology,Maqbool ,Vishal Bhardwaj,2003.0,Vishal Bhardwaj,,/name/nm0080235/,,,,
Aysha Iqbal,India,Indian Institute of Technology,The Lives of Others ,Florian Henckel von Donnersmarck,2006.0,Florian Henckel von Donnersmarck,,/name/nm0003697/,1973.0,"Cologne, North Rhine-Westphalia, Germany", Germany,46.0
